Date,DateText,Median Global Temp C Deviation,Bias Uncertainty (Lower 95 CI),Bias Uncertainty (Upper 95 CI),Measurement and Sampling Uncertainty (Lower 95 CI),Measurement and Sampling Uncertainty (Upper 95 CI),Coverage Uncertainty (Lower 95 CI),Coverage Uncertainty (Upper 95 CI),"Measurement, Sampling, and Bias Uncertainty (Lower 95 CI)","Measurement, Sampling, and Bias Uncertainty (Upper 95 CI)",Combined Uncertainty (Lower 95 CI),Combined Uncertainty (Upper 95 CI)
1983-02-01,1983/02,0.313,0.28600000000000003,0.32899999999999996,0.26899999999999996,0.35700000000000004,0.213,0.413,0.262,0.36,0.2,0.424
1983-03-01,1983/03,0.213,0.187,0.233,0.17,0.256,0.109,0.317,0.163,0.261,0.09699999999999999,0.32799999999999996
1983-04-01,1983/04,0.12,0.092,0.136,0.079,0.16,0.006999999999999999,0.233,0.07200000000000001,0.16399999999999998,-0.003,0.24100000000000002
1983-05-01,1983/05,0.13699999999999998,0.115,0.158,0.096,0.177,-0.001,0.275,0.091,0.183,-0.009000000000000001,0.28300000000000003
1983-06-01,1983/06,0.134,0.111,0.156,0.092,0.17600000000000002,0.005,0.263,0.085,0.18100000000000002,-0.005,0.271
1983-07-01,1983/07,0.152,0.131,0.17,0.10800000000000001,0.195,-0.024,0.327,0.102,0.2,-0.031,0.33299999999999996
1983-08-01,1983/08,0.2,0.17600000000000002,0.21600000000000003,0.157,0.244,-0.016,0.41600000000000004,0.15,0.248,-0.022000000000000002,0.42
1983-09-01,1983/09,0.188,0.16399999999999998,0.207,0.145,0.23,-0.003,0.37799999999999995,0.139,0.233,-0.01,0.382
1983-10-01,1983/10,0.099,0.077,0.115,0.055,0.142,-0.042,0.24,0.049,0.146,-0.051,0.24600000000000002
1983-11-01,1983/11,0.256,0.23800000000000002,0.278,0.212,0.299,0.151,0.361,0.209,0.304,0.141,0.371
1983-12-01,1983/12,0.08900000000000001,0.066,0.106,0.045,0.134,-0.02,0.198,0.038,0.13699999999999998,-0.032,0.207
1984-01-01,1984/01,0.11800000000000001,0.09699999999999999,0.139,0.075,0.162,-0.005,0.242,0.07,0.16699999999999998,-0.015,0.251
1984-02-01,1984/02,0.013000000000000001,-0.008,0.035,-0.028999999999999998,0.055,-0.092,0.11800000000000001,-0.034,0.061,-0.102,0.128
1984-03-01,1984/03,0.049,0.025,0.07,0.006999999999999999,0.091,-0.06,0.158,-0.0,0.096,-0.071,0.16699999999999998
1984-04-01,1984/04,-0.046,-0.071,-0.027999999999999997,-0.08800000000000001,-0.004,-0.16,0.069,-0.095,0.0,-0.171,0.077
1984-05-01,1984/05,0.092,0.07200000000000001,0.114,0.049,0.135,-0.054000000000000006,0.23800000000000002,0.044000000000000004,0.138,-0.063,0.245
1984-06-01,1984/06,-0.015,-0.037000000000000005,0.009000000000000001,-0.057,0.027000000000000003,-0.14800000000000002,0.11900000000000001,-0.063,0.032,-0.157,0.126
1984-07-01,1984/07,-0.037000000000000005,-0.057999999999999996,-0.017,-0.078,0.004,-0.213,0.139,-0.084,0.009000000000000001,-0.21899999999999997,0.145
1984-08-01,1984/08,0.040999999999999995,0.02,0.061,-0.001,0.08199999999999999,-0.174,0.255,-0.006,0.086,-0.179,0.26
1984-09-01,1984/09,0.033,0.011000000000000001,0.048,-0.01,0.075,-0.157,0.222,-0.017,0.078,-0.165,0.22699999999999998
1984-10-01,1984/10,-0.022000000000000002,-0.040999999999999995,-0.004,-0.063,0.02,-0.162,0.11900000000000001,-0.069,0.024,-0.17,0.126
1984-11-01,1984/11,-0.121,-0.139,-0.09699999999999999,-0.163,-0.079,-0.222,-0.019,-0.166,-0.073,-0.231,-0.008
1984-12-01,1984/12,-0.27399999999999997,-0.3,-0.254,-0.314,-0.233,-0.382,-0.165,-0.32,-0.228,-0.392,-0.156
1985-01-01,1985/01,0.011000000000000001,-0.009000000000000001,0.031,-0.031,0.054000000000000006,-0.114,0.13699999999999998,-0.035,0.059000000000000004,-0.122,0.146
1985-02-01,1985/02,-0.133,-0.156,-0.11599999999999999,-0.17300000000000001,-0.092,-0.235,-0.031,-0.18,-0.08800000000000001,-0.245,-0.022000000000000002
1985-03-01,1985/03,-0.026000000000000002,-0.049,-0.008,-0.067,0.013999999999999999,-0.139,0.086,-0.073,0.02,-0.14800000000000002,0.096
1985-04-01,1985/04,-0.04,-0.065,-0.025,-0.081,0.001,-0.156,0.076,-0.08800000000000001,0.004,-0.166,0.084
1985-05-01,1985/05,-0.003,-0.023,0.013000000000000001,-0.042,0.036000000000000004,-0.142,0.13699999999999998,-0.047,0.04,-0.15,0.14300000000000002
1985-06-01,1985/06,-0.061,-0.08,-0.045,-0.098,-0.024,-0.187,0.065,-0.10300000000000001,-0.02,-0.19399999999999998,0.071
1985-07-01,1985/07,-0.06,-0.078,-0.04,-0.10099999999999999,-0.02,-0.23,0.109,-0.105,-0.016,-0.23600000000000002,0.115
1985-08-01,1985/08,0.026000000000000002,0.005,0.047,-0.012,0.065,-0.182,0.23399999999999999,-0.018000000000000002,0.068,-0.187,0.23800000000000002
1985-09-01,1985/09,-0.032,-0.054000000000000006,-0.012,-0.073,0.01,-0.223,0.16,-0.078,0.013000000000000001,-0.22899999999999998,0.165
1985-10-01,1985/10,0.018000000000000002,0.0,0.036000000000000004,-0.025,0.06,-0.12300000000000001,0.158,-0.03,0.064,-0.131,0.166
1985-11-01,1985/11,-0.07200000000000001,-0.09,-0.05,-0.115,-0.028999999999999998,-0.171,0.027000000000000003,-0.11900000000000001,-0.024,-0.182,0.038
1985-12-01,1985/12,0.013999999999999999,-0.013999999999999999,0.039,-0.027999999999999997,0.055,-0.087,0.114,-0.035,0.059000000000000004,-0.099,0.124
1986-01-01,1986/01,0.124,0.098,0.14300000000000002,0.083,0.16399999999999998,0.002,0.24600000000000002,0.076,0.16899999999999998,-0.008,0.253
1986-02-01,1986/02,0.09,0.062,0.109,0.052000000000000005,0.129,-0.005,0.18600000000000003,0.045,0.135,-0.016,0.196
1986-03-01,1986/03,0.075,0.047,0.094,0.037000000000000005,0.113,-0.038,0.188,0.024,0.11800000000000001,-0.05,0.195
1986-04-01,1986/04,0.078,0.046,0.095,0.04,0.11699999999999999,-0.036000000000000004,0.193,0.027999999999999997,0.121,-0.048,0.19899999999999998
1986-05-01,1986/05,0.045,0.023,0.062,0.009000000000000001,0.081,-0.099,0.18899999999999997,0.001,0.085,-0.107,0.19399999999999998
1986-06-01,1986/06,0.049,0.023,0.068,0.012,0.085,-0.083,0.18100000000000002,0.004,0.091,-0.091,0.187
1986-07-01,1986/07,-0.002,-0.031,0.016,-0.040999999999999995,0.036000000000000004,-0.172,0.16699999999999998,-0.05,0.040999999999999995,-0.18,0.172
1986-08-01,1986/08,0.002,-0.024,0.026000000000000002,-0.036000000000000004,0.040999999999999995,-0.203,0.20800000000000002,-0.046,0.046,-0.21,0.212
1986-09-01,1986/09,0.011000000000000001,-0.009000000000000001,0.035,-0.028999999999999998,0.052000000000000005,-0.182,0.205,-0.036000000000000004,0.057,-0.188,0.21
1986-10-01,1986/10,0.066,0.040999999999999995,0.085,0.027000000000000003,0.105,-0.067,0.198,0.018000000000000002,0.11,-0.076,0.205
1986-11-01,1986/11,-0.006999999999999999,-0.027999999999999997,0.024,-0.049,0.035,-0.106,0.09300000000000001,-0.053,0.043,-0.11599999999999999,0.105
1986-12-01,1986/12,0.01,-0.022000000000000002,0.036000000000000004,-0.03,0.05,-0.09699999999999999,0.11699999999999999,-0.039,0.057,-0.10800000000000001,0.126
1987-01-01,1987/01,0.11199999999999999,0.08,0.14400000000000002,0.07400000000000001,0.15,-0.011000000000000001,0.235,0.063,0.158,-0.021,0.242
1987-02-01,1987/02,0.302,0.268,0.324,0.264,0.34,0.198,0.406,0.254,0.34700000000000003,0.187,0.415
1987-03-01,1987/03,0.022000000000000002,-0.01,0.05,-0.015,0.059000000000000004,-0.08800000000000001,0.132,-0.025,0.067,-0.09699999999999999,0.142
1987-04-01,1987/04,0.095,0.071,0.11800000000000001,0.057,0.133,-0.027000000000000003,0.217,0.048,0.14,-0.035,0.225
1987-05-01,1987/05,0.14800000000000002,0.12300000000000001,0.174,0.111,0.185,0.003,0.293,0.102,0.193,-0.004,0.299
1987-06-01,1987/06,0.127,0.106,0.155,0.08900000000000001,0.165,-0.002,0.256,0.08199999999999999,0.172,-0.009000000000000001,0.263
1987-07-01,1987/07,0.26899999999999996,0.244,0.293,0.231,0.308,0.1,0.439,0.22399999999999998,0.315,0.09300000000000001,0.445
1987-08-01,1987/08,0.237,0.21,0.261,0.19899999999999998,0.275,0.019,0.45399999999999996,0.19,0.281,0.013999999999999999,0.45799999999999996
1987-09-01,1987/09,0.27399999999999997,0.247,0.301,0.23600000000000002,0.311,0.084,0.46299999999999997,0.22699999999999998,0.318,0.078,0.46799999999999997
1987-10-01,1987/10,0.204,0.183,0.228,0.166,0.243,0.066,0.34299999999999997,0.159,0.25,0.059000000000000004,0.35100000000000003
1987-11-01,1987/11,0.19699999999999998,0.17600000000000002,0.22,0.158,0.235,0.096,0.297,0.151,0.242,0.086,0.306
1987-12-01,1987/12,0.322,0.295,0.34700000000000003,0.282,0.361,0.21600000000000003,0.42700000000000005,0.27399999999999997,0.369,0.20600000000000002,0.43799999999999994
1988-01-01,1988/01,0.38799999999999996,0.358,0.418,0.348,0.429,0.263,0.513,0.33899999999999997,0.43700000000000006,0.254,0.522
1988-02-01,1988/02,0.233,0.203,0.257,0.19399999999999998,0.273,0.134,0.332,0.185,0.278,0.12300000000000001,0.342
1988-03-01,1988/03,0.262,0.22699999999999998,0.28300000000000003,0.22399999999999998,0.3,0.15,0.374,0.213,0.308,0.14,0.38299999999999995
1988-04-01,1988/04,0.225,0.196,0.243,0.18600000000000003,0.263,0.102,0.34700000000000003,0.17600000000000002,0.268,0.092,0.354
1988-05-01,1988/05,0.21100000000000002,0.183,0.23,0.174,0.248,0.069,0.35200000000000004,0.16399999999999998,0.253,0.061,0.35700000000000004
1988-06-01,1988/06,0.221,0.193,0.244,0.18100000000000002,0.262,0.09300000000000001,0.35,0.17300000000000001,0.268,0.084,0.358
1988-07-01,1988/07,0.17300000000000001,0.147,0.192,0.136,0.21100000000000002,0.001,0.34600000000000003,0.128,0.218,-0.004,0.35100000000000003
1988-08-01,1988/08,0.17600000000000002,0.15,0.198,0.13699999999999998,0.215,-0.042,0.39399999999999996,0.128,0.221,-0.048,0.39799999999999996
1988-09-01,1988/09,0.183,0.15,0.207,0.14400000000000002,0.222,-0.01,0.375,0.136,0.22899999999999998,-0.016,0.38
1988-10-01,1988/10,0.139,0.11199999999999999,0.168,0.099,0.17800000000000002,0.001,0.27699999999999997,0.091,0.185,-0.006999999999999999,0.284
1988-11-01,1988/11,0.027000000000000003,0.002,0.057999999999999996,-0.013999999999999999,0.068,-0.076,0.13,-0.019,0.077,-0.085,0.142
1988-12-01,1988/12,0.146,0.11699999999999999,0.17300000000000001,0.10400000000000001,0.187,0.035,0.256,0.09699999999999999,0.196,0.025,0.268
1989-01-01,1989/01,0.012,-0.021,0.044000000000000004,-0.028999999999999998,0.053,-0.114,0.13699999999999998,-0.038,0.062,-0.124,0.147
1989-02-01,1989/02,0.149,0.11599999999999999,0.17800000000000002,0.107,0.191,0.048,0.25,0.099,0.19699999999999998,0.036000000000000004,0.261
1989-03-01,1989/03,0.136,0.106,0.162,0.096,0.177,0.027000000000000003,0.24600000000000002,0.085,0.185,0.016,0.257
1989-04-01,1989/04,0.081,0.049,0.109,0.040999999999999995,0.121,-0.040999999999999995,0.20199999999999999,0.031,0.128,-0.051,0.21100000000000002
1989-05-01,1989/05,0.079,0.05,0.107,0.039,0.11900000000000001,-0.063,0.221,0.031,0.126,-0.071,0.228
1989-06-01,1989/06,0.07400000000000001,0.051,0.10300000000000001,0.035,0.113,-0.054000000000000006,0.20199999999999999,0.028999999999999998,0.122,-0.061,0.21100000000000002
1989-07-01,1989/07,0.156,0.129,0.183,0.11599999999999999,0.196,-0.018000000000000002,0.33,0.107,0.203,-0.026000000000000002,0.335
1989-08-01,1989/08,0.177,0.147,0.204,0.136,0.217,-0.042,0.395,0.128,0.22399999999999998,-0.048,0.39899999999999997
1989-09-01,1989/09,0.142,0.114,0.172,0.1,0.184,-0.045,0.32899999999999996,0.092,0.191,-0.052000000000000005,0.33399999999999996
1989-10-01,1989/10,0.151,0.13,0.18100000000000002,0.11,0.193,0.018000000000000002,0.285,0.10400000000000001,0.201,0.01,0.294
1989-11-01,1989/11,0.06,0.04,0.09300000000000001,0.017,0.10300000000000001,-0.040999999999999995,0.162,0.012,0.11199999999999999,-0.052000000000000005,0.175
1989-12-01,1989/12,0.201,0.16899999999999998,0.23,0.159,0.243,0.092,0.31,0.149,0.25,0.08,0.32
1990-01-01,1990/01,0.217,0.18100000000000002,0.254,0.177,0.258,0.091,0.344,0.165,0.26899999999999996,0.08,0.354
1990-02-01,1990/02,0.307,0.272,0.34,0.266,0.34700000000000003,0.205,0.409,0.256,0.35700000000000004,0.193,0.42
1990-03-01,1990/03,0.562,0.53,0.594,0.521,0.603,0.45299999999999996,0.6709999999999999,0.511,0.612,0.442,0.682
1990-04-01,1990/04,0.366,0.335,0.396,0.324,0.409,0.24600000000000002,0.48700000000000004,0.314,0.41700000000000004,0.235,0.49700000000000005
1990-05-01,1990/05,0.278,0.244,0.308,0.23600000000000002,0.32,0.145,0.41200000000000003,0.22699999999999998,0.32899999999999996,0.135,0.42100000000000004
1990-06-01,1990/06,0.27699999999999997,0.249,0.309,0.239,0.315,0.146,0.408,0.23,0.324,0.13699999999999998,0.41600000000000004
1990-07-01,1990/07,0.231,0.203,0.261,0.19399999999999998,0.26899999999999996,0.054000000000000006,0.408,0.184,0.28,0.048,0.415
1990-08-01,1990/08,0.25,0.21899999999999997,0.28,0.21100000000000002,0.289,0.03,0.469,0.201,0.298,0.025,0.475
1990-09-01,1990/09,0.17800000000000002,0.15,0.21,0.136,0.221,-0.015,0.37200000000000005,0.126,0.22899999999999998,-0.023,0.37799999999999995
1990-10-01,1990/10,0.332,0.305,0.363,0.29100000000000004,0.373,0.19699999999999998,0.467,0.281,0.38299999999999995,0.188,0.47600000000000003
1990-11-01,1990/11,0.318,0.289,0.36,0.275,0.361,0.217,0.419,0.266,0.373,0.204,0.433
1990-12-01,1990/12,0.248,0.212,0.28300000000000003,0.203,0.293,0.13699999999999998,0.359,0.192,0.302,0.12300000000000001,0.37
1991-01-01,1991/01,0.28800000000000003,0.252,0.327,0.247,0.32899999999999996,0.157,0.419,0.235,0.34299999999999997,0.147,0.43
1991-02-01,1991/02,0.298,0.26,0.331,0.256,0.341,0.196,0.401,0.242,0.35,0.18100000000000002,0.41200000000000003
1991-03-01,1991/03,0.198,0.165,0.231,0.157,0.239,0.085,0.312,0.146,0.25,0.07400000000000001,0.32299999999999995
1991-04-01,1991/04,0.38299999999999995,0.34,0.41600000000000004,0.342,0.424,0.259,0.507,0.32799999999999996,0.436,0.248,0.518
1991-05-01,1991/05,0.303,0.26899999999999996,0.337,0.265,0.342,0.159,0.447,0.255,0.35200000000000004,0.151,0.456
1991-06-01,1991/06,0.306,0.26899999999999996,0.345,0.267,0.345,0.174,0.439,0.256,0.358,0.165,0.449
1991-07-01,1991/07,0.307,0.276,0.33799999999999997,0.267,0.348,0.14,0.474,0.257,0.358,0.133,0.48200000000000004
1991-08-01,1991/08,0.258,0.226,0.293,0.21899999999999997,0.297,0.040999999999999995,0.475,0.20800000000000002,0.309,0.036000000000000004,0.48200000000000004
1991-09-01,1991/09,0.243,0.20800000000000002,0.28,0.204,0.281,0.051,0.435,0.192,0.294,0.044000000000000004,0.442
1991-10-01,1991/10,0.191,0.157,0.225,0.153,0.22899999999999998,0.059000000000000004,0.32299999999999995,0.141,0.24,0.05,0.332
1991-11-01,1991/11,0.16,0.132,0.196,0.12,0.2,0.057,0.264,0.11199999999999999,0.212,0.046,0.276
1991-12-01,1991/12,0.12,0.084,0.153,0.079,0.161,0.003,0.237,0.067,0.171,-0.009000000000000001,0.247
1992-01-01,1992/01,0.36700000000000005,0.32799999999999996,0.41,0.326,0.408,0.23800000000000002,0.49700000000000005,0.314,0.42200000000000004,0.228,0.507
1992-02-01,1992/02,0.319,0.27899999999999997,0.35200000000000004,0.282,0.35600000000000004,0.214,0.423,0.266,0.36700000000000005,0.201,0.433
1992-03-01,1992/03,0.258,0.21600000000000003,0.292,0.21899999999999997,0.298,0.14300000000000002,0.374,0.204,0.31,0.131,0.385
1992-04-01,1992/04,0.13699999999999998,0.094,0.168,0.098,0.177,0.013000000000000001,0.262,0.084,0.18600000000000003,0.001,0.27
1992-05-01,1992/05,0.17300000000000001,0.14,0.204,0.132,0.214,0.024,0.322,0.11900000000000001,0.22399999999999998,0.013999999999999999,0.33
1992-06-01,1992/06,0.13,0.098,0.16899999999999998,0.091,0.16899999999999998,0.002,0.259,0.081,0.183,-0.006,0.27
1992-07-01,1992/07,-0.016,-0.051,0.019,-0.051,0.02,-0.187,0.156,-0.066,0.03,-0.196,0.16
1992-08-01,1992/08,0.006999999999999999,-0.023,0.040999999999999995,-0.031,0.045,-0.21,0.223,-0.042,0.057,-0.214,0.23
1992-09-01,1992/09,-0.064,-0.098,-0.027999999999999997,-0.1,-0.027999999999999997,-0.26,0.132,-0.111,-0.015,-0.265,0.138
1992-10-01,1992/10,-0.048,-0.086,-0.015,-0.086,-0.011000000000000001,-0.188,0.092,-0.099,0.001,-0.19699999999999998,0.1
1992-11-01,1992/11,-0.084,-0.11699999999999999,-0.048,-0.12300000000000001,-0.046,-0.188,0.02,-0.134,-0.034,-0.2,0.03
1992-12-01,1992/12,0.08199999999999999,0.045,0.114,0.043,0.122,-0.027999999999999997,0.193,0.027999999999999997,0.132,-0.042,0.203
1993-01-01,1993/01,0.307,0.271,0.35,0.266,0.348,0.175,0.439,0.254,0.365,0.165,0.451
1993-02-01,1993/02,0.253,0.214,0.293,0.213,0.293,0.15,0.35600000000000004,0.198,0.306,0.136,0.368
1993-03-01,1993/03,0.239,0.19699999999999998,0.27399999999999997,0.2,0.27899999999999997,0.125,0.354,0.183,0.292,0.11199999999999999,0.366
1993-04-01,1993/04,0.131,0.09,0.165,0.091,0.171,0.006999999999999999,0.255,0.076,0.182,-0.005,0.265
1993-05-01,1993/05,0.17800000000000002,0.141,0.212,0.141,0.215,0.03,0.326,0.126,0.22699999999999998,0.021,0.33399999999999996
1993-06-01,1993/06,0.179,0.141,0.217,0.142,0.217,0.049,0.31,0.128,0.231,0.039,0.319
1993-07-01,1993/07,0.131,0.09699999999999999,0.168,0.095,0.16699999999999998,-0.046,0.308,0.08199999999999999,0.18,-0.052000000000000005,0.315
1993-08-01,1993/08,0.09699999999999999,0.055999999999999994,0.134,0.057,0.136,-0.122,0.315,0.044000000000000004,0.149,-0.127,0.322
1993-09-01,1993/09,0.07,0.04,0.10800000000000001,0.033,0.10800000000000001,-0.12300000000000001,0.263,0.021,0.121,-0.129,0.27
1993-10-01,1993/10,0.109,0.075,0.146,0.071,0.146,-0.032,0.25,0.057,0.159,-0.042,0.259
1993-11-01,1993/11,-0.036000000000000004,-0.068,0.002,-0.079,0.006999999999999999,-0.142,0.07,-0.09,0.019,-0.155,0.083
1993-12-01,1993/12,0.129,0.08800000000000001,0.16399999999999998,0.087,0.171,0.015,0.243,0.07200000000000001,0.18100000000000002,0.001,0.254
1994-01-01,1994/01,0.182,0.141,0.223,0.141,0.223,0.053,0.311,0.128,0.23800000000000002,0.042,0.322
1994-02-01,1994/02,-0.048,-0.092,-0.01,-0.09,-0.006999999999999999,-0.152,0.055999999999999994,-0.106,0.005,-0.16699999999999998,0.068
1994-03-01,1994/03,0.222,0.18100000000000002,0.253,0.18,0.264,0.105,0.33799999999999997,0.162,0.273,0.09,0.348
1994-04-01,1994/04,0.21,0.17,0.24600000000000002,0.171,0.25,0.08,0.341,0.154,0.262,0.068,0.35
1994-05-01,1994/05,0.268,0.23199999999999998,0.302,0.22699999999999998,0.309,0.124,0.41200000000000003,0.212,0.321,0.113,0.42100000000000004
1994-06-01,1994/06,0.262,0.22899999999999998,0.309,0.22399999999999998,0.3,0.133,0.392,0.21,0.316,0.122,0.402
1994-07-01,1994/07,0.17,0.136,0.20600000000000002,0.131,0.20800000000000002,-0.003,0.342,0.11800000000000001,0.222,-0.01,0.35
1994-08-01,1994/08,0.18600000000000003,0.142,0.217,0.149,0.223,-0.035,0.40700000000000003,0.132,0.237,-0.040999999999999995,0.41200000000000003
1994-09-01,1994/09,0.19,0.158,0.23800000000000002,0.154,0.226,0.008,0.373,0.142,0.245,0.003,0.382
1994-10-01,1994/10,0.311,0.272,0.35100000000000003,0.27399999999999997,0.34700000000000003,0.172,0.449,0.258,0.363,0.163,0.45899999999999996
1994-11-01,1994/11,0.314,0.27399999999999997,0.35100000000000003,0.27699999999999997,0.35,0.205,0.42200000000000004,0.261,0.365,0.192,0.43200000000000005
1994-12-01,1994/12,0.24600000000000002,0.192,0.289,0.20800000000000002,0.28300000000000003,0.13,0.361,0.184,0.297,0.113,0.37
1995-01-01,1995/01,0.42100000000000004,0.382,0.47200000000000003,0.38299999999999995,0.45799999999999996,0.292,0.55,0.366,0.48100000000000004,0.28,0.562
1995-02-01,1995/02,0.601,0.556,0.639,0.564,0.638,0.502,0.7,0.542,0.655,0.486,0.713
1995-03-01,1995/03,0.322,0.281,0.36,0.28300000000000003,0.361,0.204,0.44,0.262,0.374,0.18899999999999997,0.45
1995-04-01,1995/04,0.285,0.243,0.326,0.24600000000000002,0.325,0.166,0.405,0.228,0.33899999999999997,0.152,0.41700000000000004
1995-05-01,1995/05,0.218,0.179,0.253,0.182,0.253,0.075,0.36,0.163,0.265,0.063,0.366
1995-06-01,1995/06,0.312,0.27899999999999997,0.35700000000000004,0.28,0.345,0.17800000000000002,0.446,0.265,0.364,0.171,0.456
1995-07-01,1995/07,0.331,0.292,0.37,0.295,0.36700000000000005,0.156,0.507,0.27899999999999997,0.382,0.147,0.512
1995-08-01,1995/08,0.35700000000000004,0.313,0.392,0.325,0.389,0.14300000000000002,0.5710000000000001,0.306,0.40700000000000003,0.13699999999999998,0.5770000000000001
1995-09-01,1995/09,0.263,0.22899999999999998,0.303,0.228,0.298,0.07400000000000001,0.452,0.214,0.315,0.067,0.45899999999999996
1995-10-01,1995/10,0.336,0.298,0.37,0.3,0.371,0.19699999999999998,0.474,0.281,0.386,0.18600000000000003,0.48200000000000004
1995-11-01,1995/11,0.324,0.284,0.36,0.29100000000000004,0.35700000000000004,0.22,0.428,0.271,0.374,0.20600000000000002,0.43799999999999994
1995-12-01,1995/12,0.132,0.085,0.168,0.096,0.168,0.02,0.244,0.07400000000000001,0.184,0.005,0.255
1996-01-01,1996/01,0.11599999999999999,0.077,0.16,0.083,0.149,-0.015,0.248,0.063,0.16899999999999998,-0.027000000000000003,0.256
1996-02-01,1996/02,0.32299999999999995,0.275,0.363,0.29,0.35600000000000004,0.22,0.426,0.268,0.37200000000000005,0.20600000000000002,0.436
1996-03-01,1996/03,0.18600000000000003,0.14300000000000002,0.221,0.153,0.21899999999999997,0.063,0.309,0.13,0.233,0.05,0.317
1996-04-01,1996/04,0.13,0.085,0.16399999999999998,0.099,0.16,0.002,0.258,0.077,0.174,-0.01,0.264
1996-05-01,1996/05,0.22399999999999998,0.183,0.258,0.195,0.253,0.075,0.37200000000000005,0.171,0.267,0.064,0.376
1996-06-01,1996/06,0.168,0.134,0.205,0.13699999999999998,0.198,0.036000000000000004,0.299,0.11900000000000001,0.217,0.026000000000000002,0.307
1996-07-01,1996/07,0.221,0.182,0.256,0.19,0.253,0.054000000000000006,0.389,0.17,0.267,0.044000000000000004,0.39299999999999996
1996-08-01,1996/08,0.207,0.162,0.242,0.177,0.23600000000000002,-0.017,0.431,0.158,0.254,-0.023,0.435
1996-09-01,1996/09,0.10400000000000001,0.071,0.14300000000000002,0.073,0.135,-0.09300000000000001,0.302,0.057,0.156,-0.099,0.308
1996-10-01,1996/10,0.132,0.09699999999999999,0.165,0.1,0.163,-0.008,0.272,0.081,0.18100000000000002,-0.018000000000000002,0.27899999999999997
1996-11-01,1996/11,0.146,0.11,0.18,0.113,0.17800000000000002,0.04,0.251,0.095,0.196,0.027000000000000003,0.262
1996-12-01,1996/12,0.23199999999999998,0.188,0.264,0.19699999999999998,0.266,0.114,0.349,0.17300000000000001,0.282,0.1,0.358
1997-01-01,1997/01,0.21100000000000002,0.177,0.252,0.17600000000000002,0.24600000000000002,0.081,0.342,0.161,0.267,0.07200000000000001,0.353
1997-02-01,1997/02,0.313,0.267,0.355,0.27699999999999997,0.348,0.209,0.41600000000000004,0.257,0.363,0.19399999999999998,0.42700000000000005
1997-03-01,1997/03,0.344,0.304,0.382,0.31,0.379,0.228,0.461,0.289,0.395,0.215,0.47100000000000003
1997-04-01,1997/04,0.266,0.225,0.302,0.23,0.302,0.139,0.39299999999999996,0.214,0.317,0.129,0.40299999999999997
1997-05-01,1997/05,0.28600000000000003,0.249,0.317,0.251,0.32,0.14,0.43200000000000005,0.233,0.33299999999999996,0.128,0.43700000000000006
1997-06-01,1997/06,0.41100000000000003,0.37799999999999995,0.44799999999999995,0.377,0.446,0.287,0.535,0.363,0.46399999999999997,0.278,0.546
1997-07-01,1997/07,0.373,0.33899999999999997,0.406,0.337,0.409,0.215,0.531,0.32299999999999995,0.42200000000000004,0.207,0.5379999999999999
1997-08-01,1997/08,0.44,0.4,0.47700000000000004,0.40700000000000003,0.474,0.22399999999999998,0.657,0.39,0.491,0.218,0.6629999999999999
1997-09-01,1997/09,0.479,0.45,0.517,0.446,0.513,0.287,0.672,0.43200000000000005,0.529,0.28,0.6779999999999999
1997-10-01,1997/10,0.5579999999999999,0.526,0.594,0.525,0.59,0.42,0.696,0.511,0.606,0.41200000000000003,0.7040000000000001
1997-11-01,1997/11,0.501,0.47,0.534,0.466,0.536,0.39299999999999996,0.609,0.45299999999999996,0.551,0.382,0.619
1997-12-01,1997/12,0.503,0.46399999999999997,0.535,0.465,0.541,0.385,0.621,0.447,0.555,0.37200000000000005,0.631
1998-01-01,1998/01,0.489,0.45,0.537,0.451,0.527,0.355,0.623,0.433,0.5489999999999999,0.34299999999999997,0.635
1998-02-01,1998/02,0.763,0.721,0.805,0.726,0.8009999999999999,0.6579999999999999,0.8690000000000001,0.7040000000000001,0.8170000000000001,0.6409999999999999,0.8809999999999999
1998-03-01,1998/03,0.5489999999999999,0.504,0.5870000000000001,0.515,0.583,0.43200000000000005,0.6659999999999999,0.49200000000000005,0.603,0.42,0.6779999999999999
1998-04-01,1998/04,0.65,0.601,0.685,0.613,0.6859999999999999,0.525,0.775,0.589,0.703,0.51,0.785
1998-05-01,1998/05,0.5820000000000001,0.5379999999999999,0.615,0.545,0.619,0.45,0.7140000000000001,0.524,0.634,0.43700000000000006,0.723
1998-06-01,1998/06,0.591,0.5529999999999999,0.63,0.5539999999999999,0.628,0.46299999999999997,0.72,0.537,0.645,0.451,0.73
1998-07-01,1998/07,0.6729999999999999,0.63,0.7090000000000001,0.637,0.7090000000000001,0.505,0.841,0.616,0.723,0.493,0.847
1998-08-01,1998/08,0.605,0.555,0.644,0.5710000000000001,0.639,0.396,0.8140000000000001,0.547,0.6559999999999999,0.387,0.8190000000000001
1998-09-01,1998/09,0.4,0.359,0.442,0.366,0.434,0.20600000000000002,0.594,0.34700000000000003,0.45399999999999996,0.198,0.601
1998-10-01,1998/10,0.40700000000000003,0.365,0.444,0.373,0.442,0.264,0.551,0.35200000000000004,0.46,0.254,0.56
1998-11-01,1998/11,0.298,0.258,0.335,0.262,0.33399999999999996,0.188,0.408,0.244,0.35200000000000004,0.17600000000000002,0.42
